,name1,name2,name3,name4,name5,name6,name7,species,article,,doi,author,data,size,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Cucurbita maxima,Karyotype stability and unbiased fractionation in the paleo-allotetraploid Cucurbita genomes,Mol Plant. 2017 Oct 9 10(10):1293-1306. Epub 2017 Sep 14.,10.1016/j.molp.2017.09.003,Sun H et al.,2017/9/13,387,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Cucurbita moschata,Karyotype stability and unbiased fractionation in the paleo-allotetraploid Cucurbita genomes,Mol Plant. 2017 Oct 9 10(10):1293-1306. Epub 2017 Sep 14.,10.1016/j.molp.2017.09.003,Sun H et al.,2017/9/13,372,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Cucurbita pepo,De novo assembly of the zucchini genome reveals a whole genome duplication associated with the origin of the Cucurbita genus,Plant Biotechnol J. 2018 Jun 16(6):1161-1171. Epub 2017 Dec 4.,10.1111/pbi.12860,Montero-Pau J et al.,2017/11/7,283,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Lagenaria siceraria,The bottle gourd genome provides insights in to Cucurbitaceae evolution and facilitates mapping of a Papaya ringspot virus resistance locus,Plant J. 2017 Dec 92(5):963-975. Epub 2017 Nov 12.,10.1111/tpj.13722,Wu S et al.,2017/9/23,334,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Luffa acutangula,De novo assemblies of Luffa acutangula and Luffa cylindrica genomes reveal an expansion associated with substantial accumulation of transposable elements,"Mol Ecol Resour. 2020 Aug 09, Epub ahead of print",10.1111/1755-0998.13240,Pootakham W et al.,2020/8/9,790,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Luffa cylindrica,Long-read sequencing and de novo assembly of the Luffa cylindrica (L.) Roem. Genome,"Mol Ecol Resour. 2019 Dec 23, Epub ahead of print",10.1111/1755-0998.13129,Zhang T et al.,2019/12/23,736,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Luffa cylindrica,A high-quality sponge gourd (Luffa cylindrica) genome,"Hortic Res. 7, 128 (2020)",10.1038/s41438-020-00350-9,Wu H et al.,2020/8/1,736,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Luffa cylindrica,De novo assemblies of Luffa acutangula and Luffa cylindrica genomes reveal an expansion associated with substantial accumulation of transposable elements,"Mol Ecol Resour. 2020 Aug 09, Epub ahead of print",10.1111/1755-0998.13240,Pootakham W et al.,2020/8/9,736,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Momordica charantia,"Draft genome sequence of bitter gourd (Momordica charantia), a vegetable and medicinal plant in tropical and subtropical regions",DNA Res. 2017 Feb 1 24(1):51-58.,10.1093/dnares/dsw047,Urasaki N et al.,2016/12/27,340,28028039,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Momordica charantia,Long-read Bitter Gourd ( Momordica charantia) Genome and the Genomic Architecture of Nonclassic Domestication,"Proc Natl Acad Sci U S A. 2020 May 27, Online ahead of print",10.1073/pnas.1921016117,Matsumura H et al.,2020/5/27,340,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Siraitia grosvenorii,"The biosynthetic pathway of the nonsugar, high-intensity sweetener mogroside V from Siraitia grosvenorii",Proc Natl Acad Sci U S A. 2016 Nov 22 113(47):E7619-E7628. Epub 2016 Nov 7.,10.1073/pnas.1604828113,Itkin M et al.,2016/11/7,420,27821754,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Siraitia grosvenorii,"Improved de novo genome assembly and analysis of the Chinese cucurbit Siraitia grosvenorii, also known as monk fruit or luo-han-guo","GigaScience 2018, giy067",10.1093/gigascience/giy067,Xia M et al.,2018/6/8,420,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Cucurbitaceae,Trichosanthes anguina,The genome and transcriptome analysis of snake gourd provide insights into its evolution and fruit development and ripening,"Hortic Res. 7, 199 (2020).",10.1038/s41438-020-00423-9,Ma L et al.,2020/12/1,1030,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Datiscaceae,Datisca glomerata,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,827,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Cucurbitales,Begoniaceae,Begonia fuchsioides,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,935,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Abrus precatorius,Detection of Abrin-Like and Prepropulchellin-Like Toxin Genes and Transcripts Using Whole Genome Sequencing and Full-Length Transcript Sequencing of Abrus precatorius,"Toxins (Basel). 2019 Nov 25, 11(12)",10.3390/toxins11120691,Hovde BT et al.,2019/11/25,350,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Amphicarpaea edgeworthii,Insights into amphicarpy from the compact genome of the legume Amphicarpaea edgeworthii,Plant Biotechnol J. 2020 Nov 25. Online ahead of print.,10.1111/pbi.13520,Liu Y et al.,2020/11/25,320,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Ammopiptanthus nanus,"Long-read sequencing and de novo genome assembly of Ammopiptanthus nanus, a desert shrub","GigaScience 2018, giy074",10.1093/gigascience/giy074,Gao F et al.,2018/6/18,890,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis duranensis,"The genome sequences of Arachis duranensis and Arachis ipaensis, the diploid ancestors of cultivated peanut",Nat Genet. 2016 Apr 48(4):438-46. Epub 2016 Feb 22.,10.1038/ng.3517,Bertioli DJ et al.,2016/2/22,1250,26901068,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis duranensis,"Draft genome of the peanut A-genome progenitor (Arachis duranensis) provides insights into geocarpy, oil biosynthesis, and allergens",Proc Natl Acad Sci U S A. 2016 Jun 14,10.1073/pnas.1600899113,Chen X et al.,2016/5/31,1250,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis ipaensis,"The genome sequences of Arachis duranensis and Arachis ipaensis, the diploid ancestors of cultivated peanut",Nat Genet. 2016 Apr 48(4):438-46. Epub 2016 Feb 22.,10.1038/ng.3517,Bertioli DJ et al.,2016/2/22,1560,26901068,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis ipaensis,Genome Sequencing and Analysis of the Peanut B-Genome Progenitor (Arachis ipaensis),Front Plant Sci. 2018 May 3,10.3389/fpls.2018.00604,Lu Q et al.,2018/5/3,1560,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis hypogaea,"Sequencing of Cultivated Peanut, Arachis hypogaea, Yields Insights into Genome Evolution and Oil Improvement",Mol Plant. 2019 Jul 1 12(7):920-934. Epub 2019 Mar 19.,10.1016/j.molp.2019.03.005,Chen X et al.,2019/3/19,2700,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis hypogaea,"The genome of cultivated peanut provides insight into legume karyotypes, polyploid evolution and crop domestication",Nat Genet. 2019 May 51(5):865-876. Epub 2019 May 1.,10.1038/s41588-019-0402-2,Zhuang W et al.,2019/5/1,2700,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis hypogaea,The genome sequence of segmental allotetraploid peanut Arachis hypogaea,Nat Genet. 2019 May 51(5):877-884. Epub 2019 May 1.,10.1038/s41588-019-0405-z,Bertioli DJ et al.,2019/5/1,2700,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Arachis monticola,Genome of an allotetraploid wild peanut Arachis monticola: a de novo assembly,"Gigascience. 2018 Jun 1, 7(6)",10.1093/gigascience/giy066,Yin D et al.,2018/6/1,2700,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Cajanus cajan,"Draft genome sequence of pigeonpea (Cajanus cajan), an orphan legume crop of resource-poor farmers",Nat Biotechnol. 2011 Nov 6 30(1):83-9.,10.1038/nbt.2022,Varshney et al.,2011/11/6,833,22057054,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Cercis canadensis,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,301,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Chamaecrista fasciculata,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,550,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Cicer arietinum,Draft genome sequence of chickpea (Cicer arietinum) provides a resource for trait improvement,Nat Biotechnol. 2013 Mar 31(3):240-6. Epub 2013 Jan 27.,10.1038/nbt.2491,Varshney et al.,2013/1/27,738,23354103,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Cicer arietinum,A draft genome sequence of the pulse crop chickpea (Cicer arietinum L.),"Plant J. 2013 Jun, 74(5): 715-29. Epub 2013 May 2.",10.1111/tpj.12173,Jain M et al.,2013/3/12,738,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Cicer arietinum,An advanced draft genome assembly of a desi type chickpea (Cicer arietinum L.),"Sci Rep. 2015 Aug 11, 5: 12806",10.1038/srep12806,Parween S et al.,2015/8/11,738,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Cicer reticulatum,"Draft genome sequence of Cicer reticulatum L., the wild progenitor of chickpea provides a resource for agronomic trait improvement",DNA Res. 2017 Feb 1 24(1):1-10.,10.1093/dnares/dsw042,Gupta S et al.,2016/8/26,817,27567261,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Dalbergia odorifera,The chromosome-level draft genome of Dalbergia odorifera,"Gigascience. 2020 Aug 18, 9(8)",10.1093/gigascience/giaa084,Hong Z et al.,2020/8/18,654,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Faidherbia albida,The draft genomes of five agriculturally important African orphan crops,"GigaScience 2018, giy152",10.1093/gigascience/giy152,Chang Y et al.,2018/12/7,661,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Glycine max,Genome sequence of the palaeopolyploid soybean,Nature. 2010 Jan 14 463(7278):178-83.,10.1038/nature08670,Schmutz et al.,2010/1/14,1115,20075913,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Glycine max,De novo assembly of a Chinese soybean genome,Sci China Life Sci. 2018 Aug 61(8):871-884. Epub 2018 Jul 27.,10.1007/s11427-018-9360-0,Shen Y1 et al.,2018/7/27,1115,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Glycine soja,De novo assembly of soybean wild relatives for pan-genome analysis of diversity and agronomic traits,Nat Biotechnol. 2014 Oct 32(10):1045-52. Epub 2014 Sep 14.,10.1038/nbt.2979,Li et al.,2014/9/14,1000,25218520,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Glycine soja,A reference-grade wild soybean genome,"Nat Commun. 2019 Mar 14, 10(1): 1216",10.1038/s41467-019-09142-9,Xie M et al.,2019/3/14,1000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Glycine latifolia,"Assembly and annotation of a draft genome sequence for Glycine latifolia, a perennial wild relative of soybean",Plant J. 2018 Jul 95(1):71-85. Epub 2018 May 23.,10.1111/tpj.13931,Liu Q et al.,2018/4/19,1130,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Glycyrrhiza uralensis,"Draft genome assembly and annotation of Glycyrrhiza uralensis, a medicinal legume",Plant J. 2017 Jan 89(2):181-194. Epub 2016 Oct 24.,10.1111/tpj.13385,Mochida K et al.,2016/10/24,400,27775193,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lablab purpureus,The draft genomes of five agriculturally important African orphan crops,"GigaScience 2018, giy152",10.1093/gigascience/giy152,Chang Y et al.,2018/12/7,423,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lotus japonicus,"Genome structure of the legume, Lotus japonicus",DNA Res. 2008 Aug 15(4):227-39. Epub 2008 May 28.,10.1093/dnares/dsn008,Sato et al.,2008/5/28,472,18511435,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lotus japonicus,A high-quality genome sequence of model legume Lotus japonicus (MG-20) provides insights into the evolution of root nodule symbiosis,"Genes 2020, 11(5), 483",10.3390/genes11050483,Li H et al.,2020/4/29,472,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lotus japonicus,Insights into the evolution of symbiosis gene copy number and distribution from a chromosome-scale Lotus japonicus Gifu genome sequence,"DNA Res. 2020 Jul 13, Online ahead of print.",10.1093/dnares/dsaa015,Kamal N et al.,2020/7/13,472,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lupinus angustifolius,"Draft genome sequence, and a sequence-defined genetic linkage map of the legume crop species Lupinus angustifolius L",PLoS One. 2013 May 29 8(5):e64799. Print 2013.,10.1371/journal.pone.0064799,Yang et al.,2013/5/29,1150,23734219,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lupinus angustifolius,"A comprehensive draft genome sequence for lupin (Lupinus angustifolius), an emerging health food: insights into plant-microbe interactions and legume evolution",Plant Biotechnol J. 2017 Mar 15(3):318-330.  Epub 2016 Sep 23.,10.1111/pbi.12615,Hane JK et al.,2016/8/25,1150,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lupinus angustifolius,Whole-genome assembly and re-sequencing reveal genomic imprint and key genes of rapid domestication in narrow-leafed lupin,Plant J. 2020 Nov 29. Online ahead of print.,10.1111/tpj.15100,Wang P et al.,2020/11/29,1150,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lupinus albus,High-quality genome sequence of white lupin provides insight into soil exploration and seed quality,"Nat Commun. 11, 492 (2020), Epub ahead of print",10.1038/s41467-019-14197-9,Hufnagel B et al.,2020/1/24,450,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Lupinus albus,The genome evolution and low-phosphorus adaptation in white lupin,"Nat Commun. 2020 Feb 26, 11(1): 1069",10.1038/s41467-020-14891-z,Xu W et al.,2020/2/26,450,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Medicago truncatula,The Medicago genome provides insight into the evolution of rhizobial symbioses,Nature. 2011 Nov 16 480(7378):520-4.,10.1038/nature10625,Young et al.,2011/11/16,454,22089132,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Medicago truncatula,An improved genome release (version Mt4.0) for the model legume Medicago truncatula,BMC Genomics. 2014 Apr 27,10.1186/1471-2164-15-312,Tang H et al.,2014/4/27,454,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Medicago sativa,Allele-aware Chromosome-Level Genome Assembly and Efficient Transgene-Free Genome Editing for the Autotetraploid Cultivated Alfalfa,"Nat Commun. 2020 May 19, 11(1): 2494",10.1038/s41467-020-16338-x,Chen H et al.,2020/5/19,1580,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Medicago sativa,The Chromosome-Level Genome Sequence of the Autotetraploid Alfalfa and Resequencing of Core Germplasms Provide Genomic Resources for Alfalfa Research,"Mol Plant. 2020 Jul 13, online ahead of print",10.1016/j.molp.2020.07.003,Shen C et al.,2020/7/13,1580,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Medicago sativa,"A chromosome-scale genome assembly of a diploid alfalfa, the progenitor of autotetraploid alfalfa","Hortic Res. 7, 194 (2020)",10.1038/s41438-020-00417-7,Li A et al.,2020/12/1,1580,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Mimosa pudica,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,896,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Nissolia schottii,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,471,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Phaseolus vulgaris,A reference genome for common bean and genome-wide analysis of dual domestications,Nat Genet. 2014 Jul 46(7):707-13. Epub 2014 Jun 8.,10.1038/ng.3008,Schmutz et al.,2014/6/8,587,24908249,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Phaseolus vulgaris,Genome and transcriptome analysis of the Mesoamerican common bean and the role of gene duplications in establishing tissue and temporal specialization of genes,"Genome Biol. 2016 Feb 25, 17: 32",10.1186/s13059-016-0883-6,Vlasova A et al.,2016/2/25,587,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Pisum sativum,A reference genome for pea provides insight into legume genome evolution,"Nat Genet. 2019 Sep, 51(9):1411-1422 Epub 2019 Sep 2.",10.1038/s41588-019-0480-1,Kreplak J et al.,2019/9/2,4430,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Senna tora,Genome-enabled discovery of anthraquinone biosynthesis in Senna tora,"Nat Commun. 2020 Nov 18, 11(1): 5875.",10.1038/s41467-020-19681-1,Kang SH et al.,2020/11/18,547,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Spatholobus suberectus,A draft genome for Spatholobus suberectus,"Sci Data. 2019 Jul 4, 6(1): 113",10.1038/s41597-019-0110-x,Qin S et al.,2019/7/4,793,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Trifolium pratense,Genome assembly and annotation for red clover (Trifolium pratense; Fabaceae),"Am J Bot. 2014 Feb, 101(2): 327-37 Epub 2014 Feb 5.",10.3732/ajb.1300340,Istvanek J et al.,2014/2/5,420,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Trifolium pratense,Red clover (Trifolium pratense L.) draft genome provides a platform for trait improvement,Sci Rep. 2015 Nov 30 5:17394.,10.1038/srep17394,De Vega JJ et al.,2015/11/29,420,26617401,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Trifolium subterranum,"Draft genome sequence of subterranean clover, a reference for genus Trifolium",Sci Rep. 2016 Aug 22 6:30358.,10.1038/srep30358,Hirakawa H et al.,2016/8/22,540,27545089,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna angularis,"Draft genome sequence of adzuki bean, Vigna angularis",Sci Rep. 2015 Jan 28 5:8069.,10.1038/srep08069,Kang YJ et al.,2015/1/28,538,25626881,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna angularis,The power of single molecule real-time sequencing technology in the de novo assembly of a eukaryotic genome,"Sci Rep. 2015 Nov 30, 5: 16780",10.1038/srep16780.,Sakai H et al.,2015/11/30,538,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna marina,Draft genome sequence of a less-known wild Vigna: Beach pea (V. marina cv. ANBp-14-03),"Crop Journal (2019), epub ahead of print",10.1016/j.cj.2019.05.007,Singh AK et al.,2019/7/18,?,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna mungo,A chromosome-scale assembly of the black gram (Vigna mungo) genome,"Mol Ecol Resour. 2020 Aug 13, Online ahead of print.",10.1111/1755-0998.13243,Pootakham W et al.,2020/8/13,574,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna radiata,Genome sequence of mungbean and insights into evolution within Vigna species,Nat Commun. 2014 Nov 11 5:5443.,10.1038/ncomms6443,Kang et al.,2014/11/11,548,25384727,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna subterranea,The draft genomes of five agriculturally important African orphan crops,"GigaScience 2018, giy152",10.1093/gigascience/giy152,Chang Y et al.,2018/12/7,550,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna unguiculata,The genome of cowpea (Vigna unguiculata (L.) Walp.),Plant J. 2019 Jun 98(5):767-782.,10.1111/tpj.14349,Lonardi S et al.,2019/4/24,586,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Fabales,Fabaceae,Vigna unguiculata,"The genome assembly of asparagus bean, Vigna unguiculata ssp. sesquipedialis","Sci Data. 2019 Jul 17, 6(1): 124",10.1038/s41597-019-0130-6,Xia Q et al.,2019/7/17,586,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Celastrales,Celastraceae,Tripterygium wilfordii,Genome of Tripterygium wilfordii and identification of cytochrome P450 involved in triptolide biosynthesis,"Nat Commun. 2020 Feb 20, 11(1): 971",10.1038/s41467-020-14776-1,Tu L et al.,2020/2/20,366,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Cerasus serrulata,The genome of Chinese flowering cherry (Cerasus serrulata) provides new insights into Cerasus species,"Hortic Res. 7, 165 (2020)",10.1038/s41438-020-00382-1,Yi X et al.,2020/10/1,257,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Dryas drummondii,Phylogenomics reveals multiple losses of nitrogen-fixing root nodule symbiosis,"Science. 2018 Jul 13, 361(6398)",10.1126/science.aat1743,Griesmann M et al.,2018/7/13,253,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Eriobotrya japonica,Chromosome-level genome assembly and annotation of the loquat (Eriobotrya japonica) genome,"Gigascience. 2020 Mar 1, 9(3)",10.1093/gigascience/giaa015,Jiang S et al.,2020/3/6,711,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Fragaria nilgerrensis,The high-quality genome of diploid strawberry (Fragaria nilgerrensis) provides new insights into anthocyanin accumulation,"Plant Biotechnol J. 2020 Jan 31, Epub ahead of print",10.1111/pbi.13351,Zhang J et al.,2020/1/31,271,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Fragaria vesca,The genome of woodland strawberry (Fragaria vesca),Nat Genet. 2011 Feb 43(2):109-16. Epub 2010 Dec 26.,10.1038/ng.740,Shulaev et al.,2010/12/26,240,21186353,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Fragaria x ananassa,Origin and evolution of the octoploid strawberry genome,Nat Genet. 2019 Mar 51(3):541-547. Epub 2019 Feb 25.,10.1038/s41588-019-0356-4,Edger PP et al.,2019/2/25,813,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Malus baccata,Sequencing of a Wild Apple (Malus baccata) Genome Unravels the Differences Between Cultivated and Wild Apple Species Regarding Disease Resistance and Cold Tolerance,G3 (Bethesda). 2019 Jul 9 9(7):2051-2060.,10.1534/g3.119.400245,Chen X et al.,2019/5/24,778,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Malus x domestica,The genome of the domesticated apple (Malus x domestica Borkh.),Nat Genet. 2010 Oct 42(10):833-9. Epub 2010 Aug 29.,10.1038/ng.654,Velasco et al.,2010/8/29,742,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Malus x domestica,High-quality de novo assembly of the apple genome and methylome dynamics of early fruit development,Nat Genet. 2017 Jul 49(7):1099-1106. Epub 2017 Jun 5.,10.1038/ng.3886,Daccord N et al.,2017/6/5,742,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Fabids,Rosales,Rosaceae,Malus x domestica,Genome re-sequencing reveals the history of apple and supports a two-stage model for fruit enlargement,Nat Commun. 2017 Aug 15 8(1):249.,10.1038/s41467-017-00336-7,Duan N et al.,2017/8/16,742,,
